# Copyright (c) 2016 CJKVI Database
G_Z2951501	⿰皮去
G_Z2951601	⿰手楽
G_Z2952302	⿱加卢
G_Z2962101	⿰手聿
G_Z2962503	⿰礻弄
G_Z2982102	⿰象林
G_Z2982202	⿰林忘
G_Z2982305	⿰氵忘
G_Z2991303	⿱父龙
G_Z2992105	⿰合立
G_Z2992301	⿰糹魯
G_Z2992501	⿱勒余
G_Z3001407	⿱血列
G_Z3001501	⿺色恋
G_Z3002405	⿰孑而
G_Z3011401	⿰犭侖
G_Z3011501	⿰耳龙
G_Z3021104	⿱麻狗
G_Z3022301	⿰密多
G_Z3032203	⿰女門
G_Z3032506	⿰力民
G_Z3041202	⿰言闷
G_Z3042301	⿵門万
G_Z3071102	⿰口迈
G_Z3072403	⿰么長
G_Z3081202	⿰果莫
G_Z3081501	⿰月蛮
G_Z3091104	⿱艹槾
G_Z3092101	⿰冐鳥
G_Z3092201	⿱冒灬
G_Z3102105	⿸广𣏈
G_Z3102501	⿰土北
G_Z3111101	⿱北刀
G_Z3111302	⿰文刀
G_Z3112502	⿰度近
G_Z3121201	⿰氵閉
G_Z3121308	⿱竹匹
G_Z3121401	⿰省乜
G_Z3122301	⿰米灭
G_Z3122402	⿰巠孚
G_Z3142503	⿰肩怕
G_Z3151303	⿰孑冒
G_Z3152102	⿰亻片
G_Z3152301	⿰手枼
G_Z3171104	⿰又𠁣
G_Z3172302	⿹⺄品
G_Z3172501	⿱艹𫏛
G_Z3181203	⿰手比
G_Z3181301	⿰歪必
G_Z3182403	⿵門卜
G_Z3182502	⿰氵门
G_Z3191201	⿱松土
G_Z3191401	⿰日孟
G_Z3192207	⿺瓦奔
G_Z3192401	⿰入凹
G_Z3201301	⿰恶泉
G_Z3202401	⿰虫䝉
G_Z3211206	⿰氵𪷂
G_Z3212302	⿱肿半
G_Z3221601	⿱竹冡
G_Z3231101	⿰月孟
G_Z3232401	⿰血麥
G_Z3241505	⿰米未
G_Z3242501	⿰牛灭
G_Z3252403	⿰壹刀
G_Z3262304	⿰粉免
G_Z3262401	⿺光力
G_Z3271101	⿰雷眉
G_Z3271501	⿰禾宻
G_Z3271701	⿰衤敏
G_Z3281402	⿸𠃜米
G_Z3282201	⿰扌庅
G_Z3282401	⿱竹模
G_Z3291201	⿱打末
G_Z3291305	⿰虫么
G_Z3311101	⿰升墓
G_Z3311204	⿰目水
G_Z3312101	⿵门元
G_Z3312401	⿰灰蒙
G_Z3321509	⿰暮新
G_Z3321602	⿰犭亩
G_Z3331102	⿱日往
G_Z3331201	⿰糹亡
G_Z3332501	⿵門滿
G_Z3341101	⿰火㒼
G_Z3341203	⿱涕目
G_Z3341304	⿰石庅
G_Z3341403	⿰犭未
G_Z3351102	⿺毛門
G_Z3352401	⿰鼻入
G_Z3361302	⿰忄滿
G_Z3361403	⿵门自
G_Z3362402	⿱艹闷
G_Z3372301	⿱鈍末
G_Z3381501	⿱滿灬
G_Z3382304	⿱雨鋂
G_Z3391101	⿱埋虫
G_Z3391201	⿰光電
G_Z3391401	⿰果么
G_Z3392302	⿰亡洛
G_Z3392501	⿰耳么
G_Z3411301	⿰雪宜
G_Z3411401	⿰米寔
G_Z3412303	⿰重色
G_Z3421203	⿰重金
G_Z3421301	⿰南肉
G_Z3422301	⿰皮生
G_Z3422507	⿱丸一
G_Z3431301	⿰压艮
G_Z3432103	⿰虫能
G_Z3441101	⿰累乜
G_Z3441308	⿰氵奴
G_Z3442105	⿱口刘
G_Z3461206	⿰面拿
G_Z3471403	⿰言难
G_Z3472302	⿰金那
G_Z3481201	⿱奶闹
G_Z3481504	⿰大男
G_Z3482205	⿱𥹫田
G_Z3482303	⿰安罗
G_Z3482401	⿺尾大
G_Z3491102	⿰衤达
G_Z3491407	⿰月𨒙
G_Z3492202	⿰身㝵
G_Z3501301	⿱得果
G_Z3502102	⿺色宁
G_Z3502202	⿱刺南
G_Z3511101	⿰鼻生
G_Z3512102	⿰鹵宁
G_Z3521401	⿰緊乞
G_Z3522401	⿱茹豆
G_Z3531101	⿰孑奈
G_Z3531204	⿰扌哉
G_Z3531302	⿰麻來
G_Z3532101	⿸疒胆
G_Z3532201	⿰南秃
G_Z3532401	⿰冫党
G_Z3541201	⿰虫党
G_Z3542202	⿰火托
G_Z3542301	⿰冫逹
G_Z3542405	⿰扌道
G_Z3551104	⿰星恼
G_Z3552502	⿰好美
G_Z3561101	⿱对魚
G_Z3561201	⿰星对
G_Z3562103	⿸广連
G_Z3562201	⿺先辛
G_Z3562404	⿰手电
G_Z3571105	⿱一吊
G_Z3572301	⿰𧾷量
G_Z3591202	⿰孑宁
G_Z3592501	⿺瓜蒂
G_Z3601106	⿰日历
G_Z3601204	⿰目刁
G_Z3601402	⿱奴酉
G_Z3611302	⿱那口
G_Z3611403	⿰𧾷則
G_Z3612206	⿰雷土
G_Z3612401	⿰身若
G_Z3621104	⿰骨惡
G_Z3622302	⿺亮动
G_Z3622402	⿰口暖
G_Z3622502	⿰不毛
G_Z3632101	⿱朽独
G_Z3632301	⿱独凸
G_Z3642404	⿰月电
G_Z3651101	⿰月蚕
G_Z3652402	⿰酉那
G_Z3662301	⿰米年
G_Z3671501	⿸疒宁
G_Z3672103	⿰虫娘
G_Z3672402	⿰要業
G_Z3682301	⿱宜灬
G_Z3701201	⿰牛彡
G_Z3701302	⿺完牛
G_Z3702204	⿰飠下
G_Z3702401	⿱艹呆
G_Z3711103	⿰米㝵
G_Z3712206	⿰暗安
G_Z3731202	⿰流校
G_Z3732104	⿰老咬
G_Z3751201	⿰身歪
G_Z3752301	⿱山幼
G_Z3761401	⿰虫額
G_Z3762501	⿰木仍
G_Z3771301	⿰弄動
G_Z3781104	⿰日昋
G_Z3781502	⿱安言
G_Z3782301	⿰目岸
G_Z3791503	⿰亜伐
G_Z3811301	⿱玩心
G_Z3821202	⿰虫宜
G_Z3821602	⿰忄年
G_Z3822601	⿰果念
G_Z3832101	⿰夾及
G_Z3832301	⿱冷尼
G_Z3841301	⿰皮丩
G_Z3842301	⿰农長
G_Z3842606	⿰月若
G_Z3851301	⿰凸恶
G_Z3852201	⿱嫩虫
G_Z3852401	⿸疒奴
G_Z3861502	⿰孑丑
G_Z3862101	⿰月牛
G_Z3862201	⿰魚丑
G_Z3872201	⿱奴耳
G_Z3872401	⿰忄南
G_Z3882301	⿰斗隹
G_Z3891101	⿰刀勺
G_Z3892204	⿰犭辛
G_Z3892501	⿰黑等
G_Z3901101	⿱艹应
G_Z3901201	⿰忄应
G_Z3902605	⿰氵呑
G_Z3911101	⿰舌忍
G_Z3912101	⿱弗牙
G_Z3912502	⿰虫崖
G_Z3921303	⿰干山
G_Z3922101	⿱艹响
G_Z3922305	⿰𧾷昂
G_Z3931404	⿰忄荔
G_Z3932105	⿰牙下
G_Z3932201	⿰糹甲
G_Z3932304	⿺堯虾
G_Z3941601	⿱艹乜
G_Z3942402	⿰忄硬
G_Z3951404	⿰麻告
G_Z3951501	⿺辶奥
G_Z3951603	⿰宜𫤘
G_Z3952301	⿰糹入
G_Z3962402	⿱竹韌
G_Z3971202	⿱艹学
G_Z3971301	⿰手若
G_Z3972501	⿰貝岳
G_Z3981102	⿰氵友
G_Z3981201	⿰甘月
G_Z3982502	⿺毛厷
G_Z3991201	⿰犭用
G_Z4011201	⿰牛孔
G_Z4021206	⿰意少
G_Z4041101	⿰目茶
G_Z4041203	⿱彐拉
G_Z4041401	⿰虫辣
G_Z4042101	⿰氵猎
G_Z4042301	⿰韋利
G_Z4042404	⿰立彡
G_Z4051201	⿰目泣
G_Z4051401	⿱立刀
G_Z4052201	⿰勒灭
G_Z4052301	⿰米利
G_Z4061101	⿰扌慝
G_Z4061202	⿰𧾷得
G_Z4061301	⿰韋水
G_Z4062202	⿰刀森
G_Z4071103	⿰米曾
G_Z4071301	⿺见呑
G_Z4072301	⿰曾魯
G_Z4072501	⿰曾水
G_Z4082203	⿰立笼
G_Z4082601	⿰虫鳩
G_Z4091101	⿰娄鳥
G_Z4091304	⿰娄多
G_Z4091401	⿰日娄
G_Z4092401	⿰娄彡
G_Z4101401	⿰光油
G_Z4102201	⿺長里
G_Z4102402	⿰立畧
G_Z4111306	⿰來爪
G_Z4112202	⿵門在
G_Z4121101	⿰來倒
G_Z4122101	⿰來花
G_Z4122403	⿰來水
G_Z4132201	⿰香良
G_Z4132502	⿺長康
G_Z4141301	⿱乃浪
G_Z4151202	⿹⺄并
G_Z4152202	⿱艹𪵩
G_Z4152401	⿰多𪵩
G_Z4162202	⿰孝道
G_Z4162404	⿰冫户
G_Z4171101	⿰卢年
G_Z4171203	⿰米甲
G_Z4171402	⿰糹這
G_Z4171501	⿰谷列
G_Z4172502	⿰冫厘
G_Z4181101	⿰痣里
G_Z4181203	⿰皮利
G_Z4182302	⿰金裂
G_Z4182602	⿰火險
G_Z4191104	⿰旱力
G_Z4191202	⿰力行
G_Z4192301	⿰石這
G_Z4201201	⿰身萎
G_Z4211202	⿰立甲
G_Z4212101	⿱竹亮
G_Z4212203	⿺尾昌
G_Z4212303	⿵门𪳄
G_Z4221101	⿰糹亮
G_Z4221203	⿺辶良
G_Z4222304	⿺良后
G_Z4231402	⿰㒼今
G_Z4232402	⿰石吝
G_Z4241402	⿰米行
G_Z4242401	⿰手了
G_Z4251402	⿰舌厘
G_Z4252202	⿰立逢
G_Z4252404	⿰犭六
G_Z4271103	⿵门昆
G_Z4271201	⿸尸六
G_Z4271302	⿵門六
G_Z4271404	⿰阝路
G_Z4272303	⿰累串
G_Z4272601	⿰米洛
G_Z4282103	⿰衤六
G_Z4282402	⿰木染
G_Z4291201	⿱艹弄
G_Z4291302	⿰光尨
G_Z4292102	⿱嚨下
G_Z4301201	⿰云刀
G_Z4301401	⿰屋多
G_Z4302201	⿰由又
G_Z4311104	⿱知可
G_Z4311403	⿰口惑
G_Z4321201	⿺爪峦
G_Z4322303	⿱槽大
G_Z4322401	⿰冫魯
G_Z4322501	⿰魯古
G_Z4331406	⿰草春
G_Z4331501	⿱臼林
G_Z4341203	⿵几侖
G_Z4341502	⿱山㺯
G_Z4351406	⿱船口
G_Z4352303	⿰虫类
G_Z4352403	⿰雷丑
G_Z4381501	⿰日实
G_Z4382202	⿰头則
G_Z4391101	⿰扌史
G_Z4411503	⿰糹生
G_Z4412301	⿰貝䘮
G_Z4422101	⿰火信
G_Z4422406	⿰冫旬
G_Z4441204	⿰火㣊
G_Z4441301	⿰叟鳥
G_Z4442101	⿰水使
G_Z4442201	⿱竹斉
G_Z4451101	⿰丢才
G_Z4451202	⿰扌腮
G_Z4451301	⿰带才
G_Z4452102	⿰孑才
G_Z4452203	⿰扌师
G_Z4461201	⿰左崖
G_Z4461501	⿰糹杀
G_Z4462101	⿰冫索
G_Z4462201	⿱杵色
G_Z4462501	⿰扌三
G_Z4471402	⿱竹山
G_Z4471504	⿰高上
G_Z4472401	⿰木喪
G_Z4481301	⿰歹三
G_Z4482402	⿰虫煞
G_Z4491201	⿱竹𪮫
G_Z4491301	⿺完杀
G_Z4492101	⿰米杀
G_Z4501206	⿰孑肖
G_Z4501402	⿰女草
G_Z4511103	⿰書青
G_Z4511201	⿰清史
G_Z4511301	⿰暑負
G_Z4512301	⿰木茲
G_Z4512401	⿰日薯
G_Z4521401	⿰火杂
G_Z4522101	⿱竹查
G_Z4522401	⿰忄雪
G_Z4531302	⿰𧈧寺
G_Z4532501	⿰日遀
G_Z4542301	⿰禾先
G_Z4561102	⿰日先
G_Z4561301	⿰冫前
G_Z4562201	⿰忄前
G_Z4562401	⿸疒妾
G_Z4571201	⿰净肖
G_Z4571401	⿰貝史
G_Z4572203	⿰冫雪
G_Z4572301	⿺色勺
G_Z4581101	⿷匚相
G_Z4581301	⿱相金
G_Z4581601	⿰木祥
G_Z4582501	⿰善尾
G_Z4591502	⿰扌些
G_Z4592202	⿰水史
G_Z4592401	⿰手昔
G_Z4601101	⿱食心
G_Z4602301	⿱天星
G_Z4602401	⿰臭星
G_Z4611304	⿱星心
G_Z4611701	⿱成土
G_Z4612203	⿰生文
G_Z4612401	⿰石前
G_Z4621102	⿰口虱
G_Z4622401	⿰月小
G_Z4631201	⿱旋小
G_Z4631402	⿰金就
G_Z4632402	⿰石苏
G_Z4642202	⿰金尖
G_Z4642401	⿰尺审
G_Z4651101	⿱雨審
G_Z4651301	⿰酉審
G_Z4651402	⿱竹森
G_Z4661101	⿰亻審
G_Z4661201	⿰糹宋
G_Z4661303	⿰多宗
G_Z4662201	⿰忄从
G_Z4662301	⿱松心
G_Z4672102	⿰直作
G_Z4681404	⿰土碩
G_Z4682206	⿰算文
G_Z4691201	⿱竹睡
G_Z4691301	⿵门祘
G_Z4691501	⿰手存
G_Z4692301	⿰口所
G_Z4692409	⿰亻祖
G_Z4692501	⿱修虫
G_Z4711101	⿰日審
G_Z4711302	⿰米酸
G_Z4711406	⿵门酸
G_Z4711501	⿰亻双
G_Z4712301	⿰亻熟
G_Z4721301	⿰巾楚
G_Z4721402	⿱縮糸
G_Z4731501	⿰口鮮
G_Z4732201	⿰左西
G_Z4732505	⿰木洗
G_Z4741101	⿰糹子
G_Z4741501	⿰糸笋
G_Z4751103	⿱竹兄
G_Z4761402	⿸尸㐫
G_Z4762510	⿰氵嗢
G_Z4771303	⿰弓武
G_Z4781301	⿰糹花
G_Z4781401	⿰手花
G_Z4781603	⿰扌适
G_Z4782201	⿱艹划
G_Z4792301	⿰米王
G_Z4792508	⿰氵灵
G_Z4801104	⿰米動
G_Z4811506	⿰手戈
G_Z4812501	⿰犭外
G_Z4821601	⿰忄放
G_Z4822205	⿰舌免
G_Z4831401	⿰果王
G_Z4831501	⿰𠁣王
G_Z4832101	⿰日狂
G_Z4841101	⿰扌万
G_Z4841201	⿰魚万
G_Z4842401	⿰手穵
G_Z4852701	⿱划手
G_Z4861402	⿰未畏
G_Z4862601	⿰刀列
G_Z4871301	⿰木往
G_Z4871401	⿱艹往
G_Z4872102	⿰虫还
G_Z4872201	⿰車或
G_Z4881302	⿱𠯫木
G_Z4882101	⿰番勿
G_Z4891101	⿰光忽
G_Z4901202	⿰手為
G_Z4901402	⿰韋卵
G_Z4912301	⿰忄活
G_Z4921103	⿰土問
G_Z4951303	⿰虫蕊
G_Z4951504	⿰手執
G_Z4951601	⿰日蔴
G_Z4962204	⿰氵阴
G_Z4971202	⿰魚侵
G_Z4971302	⿰青𠬶
G_Z4982202	⿰冫立
G_Z4982303	⿺及立
G_Z4982402	⿰尿乙
G_Z4982502	⿰马右
G_Z4991102	⿰手友
G_Z5002201	⿰氵謁
G_Z5002301	⿰石崖
G_Z5002602	⿰不牙
G_Z5011201	⿰𧾷参
G_Z5011401	⿰刀向
G_Z5012402	⿰言产
G_Z5021801	⿰空要
G_Z5031101	⿰看史
G_Z5032401	⿰入枼
G_Z5051401	⿰左乙
G_Z5052302	⿰貝欠
G_Z5062401	⿺元弹
G_Z5071404	⿰休血
G_Z5071501	⿰火益
G_Z5081101	⿺堯木
G_Z5081302	⿰六要
G_Z5081604	⿰目夭
G_Z5082701	⿱宀若
G_Z5111101	⿱尤灬
G_Z5111408	⿰在吾
G_Z5111601	⿰男友
G_Z5112103	⿱由灬
G_Z5121201	⿱尉木
G_Z5122101	⿰石荣
G_Z5122601	⿱艹医
KC-00011	⿱毛乙
KC-00016	⿱不乙
KC-00031	⿱禾乙
KC-00038	⿱伐乙
KC-00039	⿱西乙
KC-00046	⿱助乙
KC-00048	⿱走乙
KC-00053	⿱具乙
KC-00055	⿱味乙
KC-00059	⿱知乙
KC-00067	⿱是乙
KC-00069	⿱則乙
KC-00078	⿱野乙
KC-00086	⿱鉅乙
KC-00118	⿰亻⿱大巳
KC-00125	⿰亻向
KC-00145	⿰亻岡
KC-00148	⿰亻於
KC-00162	⿰亻峙
KC-00169	⿰⿰亻丨匽
KC-00192	⿰亻普
KC-00193	⿰亻掌
KC-00197	⿰亻筆
KC-00202	⿰亻裏
KC-00203	⿰亻運
KC-00204	⿰亻資
KC-00219	⿰亻奭
KC-00226	⿰亻熹
KC-00229	⿲亻⿱上示頁
KC-00230	⿰亻翼
KC-00236	⿰亻顥
KC-00243	⿰光复
KC-00265	⿱冖敖
KC-00299	⿱⿲木夕木分
KC-00302	⿰察刂
KC-00308	⿰⿱免⿰免免刂
KC-00323	⿰貫力
KC-00329	⿱加應
KC-00334	⿷匸支
KC-00337	⿷匚斬
KC-00356	⿱日卩
KC-00362	⿱自卩
KC-00363	⿱里卩
KC-00367	⿱者卩
KC-00368	⿱秋卩
KC-00392	⿱𠮦𠃍
KC-00411	⿱丹叱
KC-00414	⿱夫叱
KC-00434	⿱石叱
KC-00436	⿱只叱
KC-00447	⿰口承
KC-00458	⿱囬叱
KC-00472	⿱豆叱
KC-00474	⿱沙叱
KC-00476	⿱走叱
KC-00480	⿱所叱
KC-00486	⿱其叱
KC-00490	⿱非叱
KC-00493	⿱知叱
KC-00502	⿱恠叱
KC-00523	⿱麻叱
KC-00531	⿲口𢆍欠
KC-00544	⿰口聚
KC-00546	⿱都叱
KC-00547	⿱冨叱
KC-00549	⿰口⿱𣦼卑
KC-00569	⿰口薄
KC-00580	⿴囗仁
KC-00597	⿱土𠃍
KC-00637	⿰土束
KC-00653	⿰土匊
KC-00664	⿰土柝
KC-00680	⿰土省
KC-00688	⿱洉土
KC-00689	⿰土息
KC-00691	⿰土畟
KC-00702	⿰土袁
KC-00704	⿰土恁
KC-00715	⿱殼土
KC-00720	⿰土𦰩
KC-00723	⿰土⿳⺊𠔿冋
KC-00729	⿰土𠶮
KC-00737	⿰土就
KC-00738	⿰土筆
KC-00739	⿰土翕
KC-00757	⿱𢿐土
KC-00773	⿱⿰⿱田方攵土
KC-00784	⿰土燮
KC-00785	⿰土翼
KC-00807	⿰壳聖
KC-00816	⿱巨大
KC-00823	⿱𥝢大
KC-00834	⿰奚奚
KC-00861	⿰女骨
KC-00886/USAT06108	⿱宀屈
KC-00887	⿱宀臾
KC-00891	⿱宀洪
KC-00896	⿳宀羽木
KC-00902	⿱宀集
KC-00905	⿱宀𭁣
KC-00962	⿱山交
KC-00963	⿱山伋
KC-00969	⿱后山
KC-00970	⿱山夾
KC-00976	⿱⿰戶戈山
KC-00986	⿰山放
KC-00990/USAT05157	⿱秇山
KC-00991	⿱阜山
KC-00995	⿱山亮
KC-00996	⿱山厚
KC-01024	⿰山堂
KC-01025	⿰山崩
KC-01028	⿰山將
KC-01045	⿰山善
KC-01065	⿰山徵
KC-01071	⿰山巖
KC-01086	⿰巾乏
KC-01115	⿸广奉
KC-01117	⿸广知
KC-01123	⿸广殷
KC-01124	⿸广𧙍
KC-01125	⿸广朗
KC-01172	⿰彳叔
KC-01175	⿰彳⿱𠔿冋
KC-01181	⿰彳致
KC-01182	⿰彳曼
KC-01204	⿰忄它
KC-01216	⿰忄羊
KC-01221	⿰忄呆
KC-01223	⿰忄宏
KC-01245	⿰忄勃
KC-01251	⿰忄厚
KC-01255	⿱勉心
KC-01263	⿰忄𧴪
KC-01273	⿱愁𠃍
KC-01277	⿰忄郭
KC-01281	⿰忄㝡
KC-01289	⿱許心
KC-01294	⿰忄集
KC-01298	⿰忄欽
KC-01306	⿰忄勣
KC-01315	⿰忄兢
KC-01382	⿰扌匣
KC-01398	⿰扌卧
KC-01399	⿰扌面
KC-01414	⿰扌匪
KC-01438	⿰扌楚
KC-01465	⿰弁攵
KC-01480	⿰聖攵
KC-01505	⿰方弗
KC-01506	⿰方兆
KC-01508	⿰方𧴪
KC-01510	⿰方孚
KC-01552	⿰日正
KC-01563	⿱⿻从人日
KC-01579	⿰日克
KC-01595	⿰日東
KC-01599	⿰日長
KC-01630	⿰日留
KC-01649	⿰日常
KC-01650	⿰日貮
KC-01655	⿰日裁
KC-01659	⿱日敦
KC-01664	⿰日巽
KC-01672	⿰日遂
KC-01677	⿰日盡
KC-01693	⿰日戴
KC-01697	⿰日贊
KC-01746	⿲木矛予
KC-01749	⿰木兇
KC-01754	⿱亠柔
KC-01755	⿰木宋
KC-01757	⿱卣木
KC-01776	⿰木承
KC-01792	⿰木星
KC-01794	⿰木昱
KC-01834	⿰木⿱⿱⑤一氺
KC-01836	⿰木⿱𬐃彡
KC-01843	⿰木戝
KC-01851	⿰木棨
KC-01852	⿰木棘
KC-01867	⿰木塞
KC-01888	⿰木曅
KC-01913	⿱臨木
KC-01939	⿰止食
KC-01967/GHZR42139.21	⿰毛分
KC-01974	⿹气匕
KC-01987	⿰汪力
KC-02001	⿰氵禿
KC-02005	⿰氵佐
KC-02056	⿰氵島
KC-02062	⿰汨吉
KC-02065	⿰氵逅
KC-02079	⿰氵啓
KC-02087	⿰氵晢
KC-02088	⿰氵㝡
KC-02103	⿰氵雱
KC-02118	⿰氵楫
KC-02129	⿰氵載
KC-02156	⿰泊容
KC-02157	⿰氵翦
KC-02185	⿰氵⿱雨面
KC-02200	⿰氵𠖥
KC-02221	⿱火工
KC-02262	⿰火岑
KC-02285	⿱炮灬
KC-02297	⿰火宥
KC-02298	⿰火政
KC-02320	⿰火卥
KC-02342	⿰火閏
KC-02355	⿰火戢
KC-02368	⿰火寬
KC-02369	⿰火奭
KC-02376	⿰火默
KC-02381	⿰火嚴
KC-02401	⿰片青
KC-02405	⿰牛支
KC-02407	⿰牛未
KC-02413	⿰牛隶
KC-02422	⿰牛畨
KC-02424	⿰牛貴
KC-02449	⿰犭習
KC-02462	⿰王九
KC-02476	⿱文玉
KC-02485	⿰王正
KC-02496	⿰王耒
KC-02498	⿰王朶
KC-02550	⿰王畐
KC-02556	⿰王重
KC-02587	⿸麻玉
KC-02620	⿱陽玉
KC-02634	⿰王豊
KC-02657	⿰王曅
KC-02661	⿰王龠
KC-02666	⿰王聶
KC-02695	⿰田化
KC-02722	⿰申晃
KC-02723	⿰田發
KC-02754	⿸疒耑
KC-02794	⿱白𠃍
KC-02799	⿰白早
KC-02800	⿰白亥
KC-02840	⿰目灰
KC-02858	⿰目宰
KC-02861	⿰目𥄱
KC-02874	⿰矢夬
KC-02882	⿰矢莫
KC-02883	⿰石反
KC-02895	⿰石孛
KC-02898	⿰含石
KC-02909	⿱石⿰牛末
KC-02915	⿰石𦐇
KC-02919	⿰石倉
KC-02923	⿰石堂
KC-02927	⿱尉石
KC-02933	⿰石筆
KC-02955	⿰示冄
KC-02967	⿰示如
KC-02969	⿰示多
KC-02987	⿰示府
KC-02989	⿰示非
KC-02995	⿰示英
KC-02999	⿰示𢆻
KC-03002	⿰示𮫙
KC-03020	⿰示巽
KC-03032	⿰衤建
KC-03034	⿰示⿱日髙
KC-03037	⿰示⿳艹冈戌
KC-03051	⿰禾史
KC-03052/G_Z2242305	⿰禾甲
KC-03079	⿰禾禹
KC-03092	⿰禾肅
KC-03097	⿰禾㝢
KC-03107	⿰禾奭
KC-03110	⿰禾憲
KC-03112	⿰禾瞿
KC-03138	⿱穴⿰忄⿱日王
KC-03147	⿰立休
KC-03149	⿰立交
KC-03176	⿱竹帕
KC-03185	⿳竹王皿
KC-03186	⿱竹括
KC-03188	⿱竹脉
KC-03189	⿱竹音
KC-03245	⿱竹釋
KC-03264	⿰米背
KC-03266	⿰米軍
KC-03272	⿰米舂
KC-03276	⿰米齊
KC-03307	⿰糸制
KC-03313	⿰糸彦
KC-03345	⿰糸奭
KC-03352	⿰糸憲
KC-03383	⿱𦍌𠔿
KC-03401	⿰羽彧
KC-03430	⿱父耳
KC-03468	⿰月具
KC-03469	⿰月房
KC-03502	⿱卧𠃍
KC-03542	⿱艹丑
KC-03547	⿱艹𪠲
KC-03553	⿱芿𠃍
KC-03555	⿱艹𬇗
KC-03560	⿱艹⿰爿兦
KC-03564	⿱艹牡
KC-03578	⿱艹昔
KC-03602	⿱艹政
KC-03604	⿱艹怠
KC-03622	⿱艹悅
KC-03655	⿱艹稂
KC-03656	⿱艹啻
KC-03660	⿱艹⿰酋寸
KC-03663	⿱艹翕
KC-03686	⿱艹楢
KC-03739	⿱艹⿰束⿱次韭
KC-03765	⿰虫旱
KC-03766	⿰䖝夋
KC-03789	⿰虫盖
KC-03812	⿲彳貝亍
KC-03821	⿰衤助
KC-03823	⿰衤妥
KC-03850	⿰衤憲
KC-03882	⿹⺄言
KC-03889	⿰言丞
KC-03894	⿰言尨
KC-03901	⿰言具
KC-03910	⿰言訇
KC-03930	⿰言𡨼
KC-03934	⿰言雋
KC-03944	⿱豆𠃍
KC-03946	⿰豆灭
KC-03964	⿰貝耳
KC-03965	⿰貝多
KC-03996	⿰𧾷后
KC-04024	⿰𧾷黽
KC-04025	⿰𧾷頉
KC-04027	⿰𧾷領
KC-04031	⿰𧾷蒦
KC-04037	⿰𧾷孽
KC-04042	⿰身⿹勹弓
KC-04069	⿰車秉
KC-04077	⿰車肅
KC-04079	⿰車賓
KC-04093	⿺辶奄
KC-04107	⿺辶崙
KC-04116	⿺辶肅
KC-04126	⿺辶豬
KC-04133	⿰止阝
KC-04136	⿱古邑
KC-04175	⿰酉或
KC-04192	⿱里𠃍
KC-04195	⿱金口
KC-04205	⿰金末
KC-04212	⿰金⿱⿰丿一正
KC-04214	⿰金角
KC-04230	⿰金旻
KC-04281	⿰金寔
KC-04293	⿰金蒲
KC-04294	⿰金遇
KC-04305	⿰金𩢃
KC-04327	⿵門久
KC-04328	⿵門勿
KC-04338	⿵門侖
KC-04357	⿰阝空
KC-04366	⿰阝冓
KC-04376	⿱雁直
KC-04398	⿱雨坊
KC-04399	⿱雨防
KC-04400	⿱雨沃
KC-04409	⿱雨㳝
KC-04438	⿰雲帶
KC-04444	⿱雨澧
KC-04468	⿰革𦮠
KC-04469	⿰革害
KC-04479	⿱也音
KC-04489	⿰音禺
KC-04510	⿰旁頁
KC-04516	⿰⿱答𠕁頁
KC-04529	⿰𩙿而
KC-04530	⿰𩙿刑
KC-04556	⿰香云
KC-04602	⿰馬耒
KC-04608	⿰馬系
KC-04620	⿰馬音
KC-04622	⿰馬殷
KC-04654	⿱高入
KC-04660	⿱髟加
KC-04704	⿰斤鳥
KC-04718	⿰鳥歲
KC-04739	⿰麥昔
KC-04749	⿰黃㐬
KC-04768	⿰鼠亥
KC-04771	⿱髟星
KC-04832	⿰⿰亻丨壽
KC-04939	⿰土廈
KC-04946	⿰堯榮
KC-04996	⿱山兎
KC-05003	⿰山坴
KC-05148	⿰日甲
KC-05159	⿰日彦
KC-05163	⿰日馬
KC-05220	⿰歹步
KC-05272	⿰氵愚
KC-05297	⿰氵⿱宀翰
KC-05318	⿰火昊
KC-05335	⿰火愚
KC-05379	⿰王妥
KC-05394	⿰王䖍
KC-05473	⿰衤永
KC-05477	⿰示式
KC-05483	⿰示寅
KC-05519	⿱穴邑
KC-05591	⿰及羽
KC-05599	⿰易羽
KC-05741	⿰貝赫
KC-05776	⿺辶典
KC-05787	⿺辶羣
KC-05796	⿰密阝
KC-05818	⿰金垕
KC-05825	⿰金悳
KC-05913	⿱厶馬
KC-05934	⿱夗魚
KC-05935	⿰魚秀
KC-05936	⿰魚戒
KC-05937	⿰魚松
KC-05943	⿰魚烝
KC-05944	⿰魚羔
KC-05945	⿰魚戞
KC-05947	⿰魚㐮
KC-05949	⿰魚畾
KC-05950	⿰魚盤
KC-05951	⿰魚摩
KC-05952	⿰魚墨
KC-05953	⿰魚龍
KC-05954	⿰魚霝
KC-05955	⿰魚蘖
T13-2C47	⿻己土
T13-2C48	⿱亾民
T13-2C4A	⿹气未
T13-2C4B	⿹气目
T13-2C4D	⿹气𡆬
T13-2C4E	⿹气𡆮
T13-2C4F	⿹气⿱分日
T13-2C50	⿱丿氺
T13-2C54	⿰氵耂
T13-2C58	⿰氵㠯
T13-2C5C	⿱𡗜氺
T13-2C60	⿰氵𡉤
T13-2C61	⿰氵尗
T13-2C62	⿰氵仺
T13-2C63	⿱㳄丈 
