# Copyright (c) 2014-2015 CJKVI Database
USAT-03074	⿰子鳥
USAT-03078	⿰白旬
USAT-03082	⿰耳聶
USAT-03083	⿰車囷
USAT-03085	⿰革怠
USAT-03086	⿰骨侖
USAT-03087	⿰感鳥
USAT-03088	⿰口⿱刀白
USAT-03089	⿱艹𪌜
USAT-03090	⿰氵瓦
USAT-03091	⿰金刮
USAT-03092	⿰馬⿱右⿱冖䂞
USAT-03093	⿰舌复
USAT-03094	⿰木⿱𡗗糸
USAT-03096	⿰糸⿱彡耳
USAT-03098	⿱⿰臣殳目
USAT-03099	⿰并曾
USAT-03102	⿰木⿹丁日
USAT-03103	⿰牛夅
USAT-03104	⿰氵⿱匇心
USAT-03105	⿰亻商
USAT-03107	⿰火烝
USAT-03108	⿰口⿱利尒
USAT-03110	⿰歹支
USAT-03112	⿰忄霍
USAT-03113	⿰摩余
USAT-03114	⿱竹𫟛
USAT-03117	⿰忄處
USAT-03118	⿱竹稗
USAT-03119	⿰賈毛
USAT-03121	⿰木⿱隹
USAT-03122	⿵冂⿳土灬土
USAT-03123	⿰殺
USAT-03124	⿰翟支
USAT-03125	⿰彳京
USAT-03126	⿰金𫆀
USAT-03129	⿰瞿攴
USAT-03130	⿰氵⿵冂并
USAT-03131	⿰扌蜜
USAT-03132	⿰忄⿳丿𠔿比
USAT-03133	⿱⿱冋衣
USAT-03134	⿰言暑
USAT-03135	⿺走喜
USAT-03137	⿰石叵
USAT-03138	⿰糸隻
USAT-03139	⿰舟盖
USAT-03140	⿰口嬾
USAT-03141	⿱艹⿰釆耒
USAT-03142	⿰召分
USAT-03143	⿱竹伯
USAT-03144	⿰扌𠃔
USAT-03145	⿰火夐
USAT-03146	⿱罒注
USAT-03147	⿱艹猚
USAT-03148	⿰⿱癶貝阝
USAT-03154	⿱余灬
USAT-03155	⿱答巴
USAT-03156	⿰彳千
USAT-03157	⿰哈達
USAT-03158	⿰日作
USAT-03160	⿰𧾷⿱戚且
USAT-03163	⿰忄𫁒
USAT-03165	⿰扌䚺
USAT-03166	⿰武帍
USAT-03167	⿱攺日
USAT-03168	⿰淸攵
USAT-03169	⿰氵⿱𠔉貝
USAT-03171	⿵門祚
USAT-03173	⿱殊木
USAT-03175	⿰木⿱而百
USAT-03178	⿱牧⿸厂毛
USAT-03180	⿰金⿱穴⿱𠔿
USAT-03181	⿰白⿸升丶
USAT-03186	⿱將女
USAT-03188	⿰糸𧴪
USAT-03189	⿰寧孕
USAT-03190	⿱加拉
USAT-03191	⿱加么
USAT-03192	⿰口輪
USAT-03193	⿰⿱王王⿰旵旵
USAT-03194	⿱玨覞
USAT-03196	⿸尸⿺支丶
USAT-03198	⿰𠦝⿳大𠮛羽
USAT-03201	⿱𦆕亡
USAT-03202	⿱丿⿻一隶
USAT-03204	⿱爫𧰨
USAT-03207	⿱日煮
USAT-03208	⿰木他
USAT-03211	⿳⿴𦥑水一八
USAT-03212	⿰日賁
USAT-03214	⿰交瓦
USAT-03217	⿰金⿱罒⿰正寸
USAT-03218	⿰冗欠
USAT-03219	⿳⿱⿻卄口冖⿰彐木
USAT-03220	⿰聶皮
USAT-03221	⿱吅木
USAT-03222	⿰月堅
USAT-03223	⿰火盛
USAT-03227	⿰止且
USAT-03230	⿰土帝
USAT-03231	⿰豸宂
USAT-03233	⿰亻付
USAT-03234	⿱矢𧘇
USAT-03235	⿰日虜
USAT-03236	⿰口嬭
USAT-03237	⿰口璃
USAT-03239	⿰犭皀
USAT-03240	⿸麻⿱𠔿月
USAT-03241	⿱要曰
USAT-03243	⿱艹禍
USAT-03244	⿰彳契
USAT-03245	⿱巛七
USAT-03246	⿹⺄允
USAT-03248	⿹⺄幺
USAT-03250	⿰矛牟
USAT-03251	⿰言那
USAT-03253	⿰玻頁
USAT-03254	⿰忄⿱覀⿰龵目
USAT-03255	⿰女耶
USAT-03258	⿰求更
USAT-03260	⿰學殳
USAT-03261	⿱髟石
USAT-03262	⿰犭戊
USAT-03264	⿱𠔿帝
USAT-03266	⿰方立
USAT-03267	⿰日焱
USAT-03270	⿰口物
USAT-03271	⿱雨臂
USAT-03272	⿰口賭
USAT-03273	⿰口柱
USAT-03275	⿰骨𡿺
USAT-03276	⿰日歇
USAT-03277	⿱⿰禾尤里
USAT-03279	⿰方⿸尸七
USAT-03281	⿰米舀
USAT-03282	⿰言解
USAT-03284	⿰口𢉆
USAT-03285	⿰扌𪠲
USAT-03287	⿺風眞
USAT-03289	⿵戊⿱上谷
USAT-03290	⿰镸犬
USAT-03292	⿰馬栗
USAT-03293	⿰魚艮
USAT-03294	⿰口𡗓
USAT-03296	⿰阝昆
USAT-03297	⿰镸旁
USAT-03300	⿱八𤰞
USAT-03301	⿳冖罒⿱一𧘇
USAT-03304	⿱竹憎
USAT-03305	⿰甲葉
USAT-03306	⿱艹屋
USAT-03307	⿰女舅
USAT-03308	⿰目單
USAT-03309	⿰耳也
USAT-03310	⿰馬革
USAT-03311	⿳艹公夂
USAT-03316	⿱㮈灬
USAT-03317	⿱𠊅心
USAT-03326	⿱西令
USAT-03327	⿰⿻丿屮刄
USAT-03329	⿰山止
USAT-03333	⿰亻裁
USAT-03334	⿰示册
USAT-03338	⿰軍豕
USAT-03339	⿱𫠙米
USAT-03340	⿱老皿
USAT-03341	⿰扌閵
USAT-03343	⿰糸⿱𠀐月
USAT-03346	⿰犭⿱賏隻
USAT-03348	⿱⿰幸炎手
USAT-03349	⿰火克
USAT-03352	⿱穴㝱
USAT-03355	⿰口甞
USAT-03357	⿰馬⿱大典
USAT-03358	⿲𧾷扌𪧺
USAT-03359	⿰𧾷⿳大田寸
USAT-03360	⿰山雀
USAT-03361	⿰山在
USAT-03362	⿱多寸
USAT-03363	⿱万寸
USAT-03364	⿰阝利
USAT-03365	⿰木弇
USAT-03371	⿰簽支
USAT-03373	⿴囗異
USAT-03374	⿰亻叵
USAT-03381	⿰壹寸
USAT-03386	⿰木遲
USAT-03387	⿰言竒
USAT-03390	⿰黹犬
USAT-03392	⿱𠓛⿱𫕄寸
USAT-03393	⿱𠓛⿱俐木
USAT-03394	⿳𠓛⿰阝倶⿲木歹木
USAT-03395	⿱林厶
USAT-03396	⿰口⿱艹𣓏
USAT-03397	⿱圓寸
USAT-03398	⿰阝𥃷
USAT-03399	⿰阝⿱倶木
USAT-03400	⿰亻⿱倶寸
USAT-03401	⿰扌梨
USAT-03402	⿰亻梨
USAT-03403	⿰女忿
USAT-03404	⿰木闕
USAT-03406	⿺辶廓
USAT-03408	⿰目褱
USAT-03412	⿱爫貝
USAT-03414	⿺辶令
USAT-03417	⿰口頡
USAT-03418	⿰王曷
USAT-03421	⿱𫕄寸
USAT-03422	⿱加跛
USAT-03423	⿺辶智
USAT-03424	⿰牛⿱彐句
USAT-03425	⿱艹形
USAT-03426	⿰壹枽
USAT-03432	⿰口絁
USAT-03433	⿰氵𠯳
USAT-03434	⿰氵𦙑
USAT-03442	⿳𦉪罒日
USAT-03444	⿰魚𧈸
USAT-03446	⿰魚𠫤
USAT-03447	⿰𧾷臽
USAT-03460	⿰巾古
USAT-03468	⿰口𨽻
USAT-03469	⿰口𨽾
USAT-03470	⿰口圻
USAT-03471	⿰王羕
USAT-03472	⿰角𠂢
USAT-03475	⿰犭薰
USAT-03479	⿰申臽
USAT-03480	⿰貝寧
USAT-03484	⿰米㐱
USAT-03485	⿰耳妾
USAT-03486	⿰木桒
USAT-03487	⿱⿰日木
USAT-03488	⿰虎牛
USAT-03490	⿺夌咅
USAT-03491	⿺夌主
USAT-03494	⿺𠃊𡙗
USAT-03495	⿰亭曵
USAT-03499	⿰合毛
USAT-03500	⿱吅邑
USAT-03501	⿰目⿸戶甫
USAT-03506	⿰亻叕
USAT-03507	⿰鼻糸
USAT-03508	⿰女毘
USAT-03509	⿰酉爪
USAT-03510	⿸尸向
USAT-03511	⿱𥝢厘
USAT-03514	⿱徐心
USAT-03516	⿰𩙿䒱
USAT-03518	⿱⿰章眞心
USAT-03519	⿰𪠲頁
USAT-03520	⿱㰦皿
USAT-03521	⿰示糜
USAT-03523	⿰镸角
USAT-03524	⿻𠈌
USAT-03527	⿰衤又
USAT-03528	⿰亻⿱攵里
USAT-03529	⿱艹⿸广⿱比舌
USAT-03530	⿰镸夸
USAT-03532	⿰扌⿱⿺𠃊口日
USAT-03533	⿺⿱甶儿⿴囗𠂭
USAT-03534	⿰扌䇾
USAT-03535	⿰忄⿱雨𦙚
USAT-03536	⿱艹覽
USAT-03537	⿰公阝
USAT-03538	⿺風安
USAT-03539	⿰歹⿱𤰔
USAT-03540	⿰扌𦓔
USAT-03542	⿱⿰王刀⿸廾丶
USAT-03543	⿰咢⿱𠂉⿸厂巾
USAT-03544	⿰爪卑
USAT-03546	⿰示⿱田央
USAT-03547	⿺凡刄
USAT-03548	⿰衤坐
USAT-03556	⿰乘失
USAT-03560	⿰弓甘
USAT-03561	⿺元⿱爫王
USAT-03562	⿰衤𦓔
USAT-03569	⿰口⿰弓䖝
USAT-03573	⿰革亢
USAT-03578	⿰歹赤
USAT-03580	⿲氵⿳𫝀口帀亍
USAT-03581	⿰亻⿱止及
USAT-03582	⿱雨使
USAT-03583	⿰歹申
USAT-03584	⿱⿴囗夕心
USAT-03585	⿰月背
USAT-03589	⿸疒澁
USAT-03593	⿰口江
USAT-03595	⿰工各
USAT-03596	⿰口拶
USAT-03598	⿰𧾷左
USAT-03599	⿰金𨑲
USAT-03602	⿰賔刂
USAT-03604	⿸广⿰黑阝
USAT-03609	⿰冫貴
USAT-03610	⿰⿱止米攵
USAT-03615	⿰身農
USAT-03617	⿱麥
USAT-03619	⿰波也
USAT-03622	⿱穴𢔀
USAT-03623	⿰虚彡
USAT-03624	⿰歹需
USAT-03627	⿰女泉
USAT-03633	⿰貝匿
USAT-03637	⿰夕尹
USAT-03650	⿱帝⿱一𧘇
USAT-03653	⿰馬喿
USAT-03657	⿱山且
USAT-03658	⿰𥘣余
USAT-03661	⿱无鳥
USAT-03664	⿰亻⿱冝
USAT-03666	⿱髟糸
USAT-03668	⿰土宨
USAT-03670	⿰𧾷業
USAT-03671	⿰王戊
USAT-03674	⿰余
USAT-03678	⿰馬虫
USAT-03679	⿰予賛
USAT-03680	⿰𩙿⿱宀夋
USAT-03681	⿱保心
USAT-03683	⿱燥心
USAT-03684	⿰木𨽹
USAT-03685	⿱殺采
USAT-03686	⿰扌𨽻
USAT-03687	⿰氵糓
USAT-03689	⿰阝豕
USAT-03690	⿸广复
USAT-03693	⿱臤首
USAT-03694	⿰齒寸
USAT-03695	⿰弓㐱
USAT-03696	⿰扌虗
USAT-03697	⿰鹿免
USAT-03698	⿱竹渠
USAT-03699	⿰土冐
USAT-03700	⿱雜心
USAT-03701	⿰虫夋
USAT-03703	⿱艹⿰禾冐
USAT-03704	⿰扌袲
USAT-03705	⿰鳥宅
USAT-03706	⿺風辛
USAT-03707	⿰肉亥
USAT-03708	⿰衤名
USAT-03709	⿱艹𠂢
USAT-03710	⿱敄⿸厂女
USAT-03712	⿰專厓
USAT-03713	⿱艹禸
USAT-03714	⿱艹⿰方韭
USAT-03715	⿱⿰牙攵力
USAT-03716	⿰氵⿱艹⿰糸韭
USAT-03717	⿰氵⿱文韭
USAT-03718	⿱白乑
USAT-03719	⿱宀到
USAT-03720	⿱穴但
USAT-03721	⿰木⿱玄衣
USAT-03726	⿰木⿱去韭
USAT-03735	⿰歺丂
USAT-03738	⿰𧾷⿱倶寸
USAT-03739	⿰言奉
USAT-03743	⿱艹裝
USAT-03744	⿰言龍
USAT-03747	⿱艹㘠
USAT-03748	⿸广専
USAT-03749	⿰阝少
USAT-03750	⿸厂耶
USAT-03751	⿰⿱口𠀁甫
USAT-03753	⿰扌司
USAT-03757	⿰㝵也
USAT-03760	⿸疒仲
USAT-03763	⿱穴漏
USAT-03764	⿰⿱爫王卜
USAT-03765	⿰蜀片
USAT-03774	⿱艹𣺦
USAT-03781	⿰牛壬
USAT-03783	⿰口調
USAT-03784	⿰示責
USAT-03786	⿳髟罒万
USAT-03787	⿱艹𥈎
USAT-03788	⿰日監
USAT-03789	⿰𪰊昝
USAT-03790	⿰刍攵
USAT-03791	⿰口劔
USAT-03792	⿰車蒖
USAT-03793	⿺辶𢇦
USAT-03794	⿰月⿸戶甫
USAT-03795	⿸广⿱⿰黒阝土
USAT-03796	⿰⿳士冖舛殳
USAT-03797	⿺辶⿱䀠廾
USAT-03800	⿰山⿸厂厶
USAT-03803	⿰山毒
USAT-03806	⿰貝𫝄
USAT-03809	⿰雚隹
USAT-03813	⿰累鳥
USAT-03816	⿰百殳
USAT-03819	⿰頁殳
USAT-03821	⿰口𧉘
USAT-03822	⿰木枽
USAT-03828	⿱冖祋
USAT-03829	⿱罒軍
USAT-03832	⿱午⿰午午
USAT-03833	⿸戶工
USAT-03835	⿰目吿
USAT-03837	⿵門旡
USAT-03841	⿰山⿳丿⿻比一
USAT-03842	⿵門册
USAT-03845	⿰吉若
USAT-03846	⿸广般
USAT-03851	⿱⿰歹彐乑
USAT-03852	⿰言⿱亠⿻从龶
USAT-03856	⿰犭𥁠
USAT-03857	⿰⿳日𠆢口斤
USAT-03858	⿰口騰
USAT-03864	⿳⿴𦥑同冖⿱分
USAT-03883	⿱⿱𠂊𫩏比
USAT-03885	⿰糸絜
USAT-03886	⿺鬼屬
USAT-03887	⿱巨木
USAT-03903	⿰王支
USAT-03904	⿱艹⿰氵叐
USAT-03905	⿰日㐬
USAT-03907	⿰氵⿱賏勿
USAT-03910	⿰口虵
USAT-03911	⿰口亟
USAT-03912	⿰⿱尸言令
USAT-03915	⿰重引
USAT-03916	⿺走彡
USAT-03918	⿰絭頁
USAT-03919	⿰革備
USAT-03920	⿰骨退
USAT-03923	⿰米⿱𠂉几
USAT-03924	⿳目一巛
USAT-03925	⿸广差
USAT-03928	⿰月肴
USAT-03929	⿰月⿱山比
USAT-03930	⿱去甲
USAT-03933	⿰亻⿱山比
USAT-03934	⿰禾玄
USAT-03936	⿱𫇦𣪌
USAT-03938	⿰口𦬊
USAT-03939	⿰月候
USAT-03941	⿰酉帝
USAT-03945	⿰虫數
USAT-03953	⿰土冨
USAT-03954	⿱山厄
USAT-03956	⿲言犭巳
USAT-03957	⿰齒衰
USAT-03960	⿰言井
USAT-03963	⿰扌𡋡
USAT-03964	⿰日舌
USAT-03965	⿰扌𢦙
USAT-03967	⿰牛乚
USAT-03968	⿰土祭
USAT-03969	⿰示具
USAT-03970	⿰鼻也
USAT-03971	⿸广乞
USAT-03972	⿱艹𥝻
USAT-03973	⿰氵䅈
USAT-03974	⿱艹絡
USAT-03975	⿰口垠
USAT-03977	⿰氵⿰⿱革一鳥
USAT-03978	⿰山爲
USAT-03979	⿰口曖
USAT-03980	⿰日致
USAT-03981	⿰金𦍤
USAT-03983	⿰口焚
USAT-03984	⿰𧾷星
USAT-03988	⿰多來
USAT-03989	⿰扌彌
USAT-03990	⿰口甄
USAT-03993	⿸疒垔
USAT-03995	⿰口殊
USAT-03996	⿺辶卑
USAT-03999	⿰𩙿戊
USAT-04005	⿰氵⿱羔舛
USAT-04006	⿱殸示
USAT-04007	⿱尉水
USAT-04009	⿱穴⿱日⿺儿厶
USAT-04010	⿰亻韯
USAT-04011	⿰鹵來
USAT-04014	⿰金𢍁
USAT-04017	⿰子凡
USAT-04018	⿰月⿱賏𠕷
USAT-04019	⿰亻⿰刂
USAT-04021	⿰目子
USAT-04023	⿱殸加
USAT-04024	⿰貝奈
USAT-04025	⿰金剛
USAT-04026	⿱就虫
USAT-04029	⿰示矣
USAT-04032	⿱⿸疒猒心
USAT-04034	⿺辶雨
USAT-04035	⿱竹架
USAT-04036	⿱殸鳥
USAT-04037	⿹𢦏貝
USAT-04039	⿰土汗
USAT-04040	⿰金⿳次田灬
USAT-04041	⿰月荼
USAT-04042	⿰拏奄
USAT-04043	⿰口爤
USAT-04044	⿰氵⿱𠆢𠫓
USAT-04045	⿰糸晝
USAT-04046	⿰忄暮
USAT-04047	⿰氵⿱八⿱北𠮷
USAT-04049	⿰口扇
USAT-04050	⿰周攵
USAT-04051	⿱宀⿰歹匕
USAT-04052	⿰④
USAT-04053	⿱⿲彳丨晏灬
USAT-04054	⿱臤羽
USAT-04055	⿳山水凵
USAT-04057	⿰几
USAT-04059	⿰馬
USAT-04061	⿰目杲
USAT-04062	⿱尿衣
USAT-04064	⿰王⿱畄灬
USAT-04065	⿵門欠
USAT-04068	⿰土𤔆
USAT-04069	⿰石𤦲
USAT-04071	⿱斬刀
USAT-04073	⿰米⿱癶㣺
USAT-04074	⿱宀𧙿
USAT-04075	⿵門⿰丰𠬝
USAT-04082	⿰亻歳
USAT-04086	⿸疒靑
USAT-04087	⿰歹⿱丿犮
USAT-04092	⿰方旁
USAT-04093	⿰㞺欠
USAT-04101	⿰阝睘
USAT-04102	⿰木⿸⿱⺊⿱儿言
USAT-04103	⿰口郝
USAT-04104	⿰貝⿱𠆢米
USAT-04105	⿰𠦝翕
USAT-04106	⿰扌剛
USAT-04119	⿰羊臯
USAT-04120	⿰月⿱𠔉夂
USAT-04122	⿱艹⿱宀⿱火山
USAT-04126	⿰口悟
USAT-04127	⿰口𥞊
USAT-04128	⿰口暗
USAT-04130	⿰片令
USAT-04132	⿰申并
USAT-04134	⿱虫心
USAT-04136	⿰彳加
USAT-04137	⿰衤臾
USAT-04140	⿰火朝
USAT-04143	⿰蠒皮
USAT-04144	⿰寧
USAT-04145	⿺元虎
USAT-04146	⿰亻⿰⿱工幺亇
USAT-04147	⿱艹稈
USAT-04157	⿱文巾
USAT-04159	⿰月親
USAT-04160	⿰木蕇
USAT-04161	⿰歹覃
USAT-04162	⿰火旨
USAT-04163	⿰目蓋
USAT-04164	⿰目豪
USAT-04166	⿰石藥
USAT-04169	⿱⿸厂朔心
USAT-04170	⿱髟夭
USAT-04172	⿰曲刂
USAT-04173	⿰苔刂
USAT-04178	⿸疒直
USAT-04181	⿰彳⿰𦈢名
USAT-04183	⿰皮
USAT-04184	⿰負阝
USAT-04185	⿰⿱士耳皮
USAT-04187	⿰霍兮
USAT-04188	⿰殞乚
USAT-04190	⿸广⿳十罒衣
USAT-04191	⿱𫇦⿱心夭
USAT-04193	⿰犭麦
USAT-04196	⿰𤿌頁
USAT-04197	⿺毛亹
USAT-04198	⿺辶⿱又言
USAT-04201	⿰口𫟈
USAT-04203	⿰阝
USAT-04205	⿰大貫
USAT-04207	⿰土⿱𠂉⿱吅⿵𠘨土
USAT-04209	⿰王⿱亼⿱吅灬
USAT-04210	⿰石𩂀
USAT-04211	⿰𣍝⿱殳𣎳
USAT-04212	⿰月象
USAT-04214	⿰口薫
USAT-04253	⿰歹⿱又韭
USAT-04255	⿰木戊
USAT-04257	⿳臼八王
USAT-04275	⿰金⿱㐫夂
USAT-04279	⿺是我
USAT-04280	⿰土寺
USAT-04281	⿲丿臣賣
USAT-04283	⿱雨買
USAT-04284	⿰糸知
USAT-04285	⿰爿寺
USAT-04294	⿰韋備
USAT-04295	⿰日婁
USAT-04296	⿰𧾷坒
USAT-04297	⿰彦⿱𠂉日
USAT-04299	⿰⿺𠃊米下
USAT-04300	⿱穴⿱𧿀灬
USAT-04301	⿱穴𧿀
USAT-04303	⿰亻⿱宀卜
USAT-04304	⿰衤升
USAT-04305	⿵門靑
USAT-04307	⿰王迮
USAT-04308	⿰扌賈
USAT-04309	⿱吅可
USAT-04310	⿰田戈
USAT-04311	⿰出面
USAT-04312	⿰回或
USAT-04315	⿱⿰巳巳木
USAT-04316	⿱吅阿
USAT-04317	⿰尼隹
USAT-04318	⿰口運
USAT-04319	⿺辶啼
USAT-04320	⿺辶嗻
USAT-04321	⿱耶心
USAT-04322	⿰口⿱耶心
USAT-04323	⿴囗几
USAT-04325	⿻山⿰⿰丨丨⿰丨丨
USAT-04326	⿰乃乃
USAT-04327	⿰月尹
USAT-04328	⿰尹
USAT-04330	⿱⿰⿱口女艮灬
USAT-04331	⿱⿰妟艮灬
USAT-04334	⑩
USAT-04336	⿱竹賀
USAT-04339	⿱水仚
USAT-04340	⿻甲⿺⿱一夫壬
USAT-04341	⿱日臾
USAT-04342	⿱⿲彡丨⿳乀乀乀⿵冂⿰⿰丨丨⿰丨丨
USAT-04343	⿱⿲彡⿰丨丨三⿵冂⿰⿰丨丨⿰丨丨
USAT-04344	⿱⿰田⿳山⿲亻斤斤一
USAT-04346	⿰口蔓
USAT-04347	⿱罒習
USAT-04348	⿱罒⿳羽一日
USAT-04349	⿰𠯪⿰王歹
USAT-04350	⿲口多多
USAT-04352	⿰⿱亠⿳口一𧘇頁
USAT-04353	⿰衤頁
USAT-04354	⿸戶犮
USAT-04356	⿲口亻⿱亡隹
USAT-04357	⿰亻恃
USAT-04358	⿱艹兵
USAT-04375	⿰王⿳十罒⿱一𧘇
USAT-04376	⿰⿱宀死刂
USAT-04382	⿳竹罒⿱冖伐
USAT-04385	⿹或呈
USAT-04386	⿰金⿱羽𠇍
USAT-04387	⿰𥘈𪜱
USAT-04388	⿱犬司
USAT-04389	⿳𦳊儿夂
USAT-04391	⿱⿰⿳一日口旡心
USAT-04395	⿰亻刊
USAT-04400	⿰眠鳥
USAT-04402	⿰示猒
USAT-04403	⿰鳥冘
USAT-04404	⿱勃灬
USAT-04409	⿰身左
USAT-04413	⿰镸⿱𠂉冉
USAT-04414	⿸广⿰冐⿱犬里
USAT-04416	⿰示甬
USAT-04417	⿰糸耑
USAT-04422	⿱𫇦𥝻
USAT-04423	⿱艹仃
USAT-04424	⿱雨若
USAT-04425	⿰王㸒
USAT-04428	⿱里云
USAT-04429	⿱極虫
USAT-04430	⿰亻𤾇
USAT-04431	⿰矢且
USAT-04433	⿱艹偒
USAT-04434	⿰𧾷賀
USAT-04435	⿱⿰貝欠言
USAT-04436	⿰日第
USAT-04437	⿳甘冖羊
USAT-04438	⿱少鬼
USAT-04439	⿱敕虫
USAT-04440	⿱𠂉⿻几⿳丶一丶
USAT-04441	⿰氵⿱云冉
USAT-04445	⿰忄君
USAT-04448	⿱倶寸
USAT-04449	⿰阝⿱倶寸
USAT-04450	⿰阝梨
USAT-04451	⿰𢘻
USAT-04453	⿱輪金
USAT-04455	⿰示毛
USAT-04456	⿰冫感
USAT-04457	⿰金餘
USAT-04459	⿰𧾷⿱田太
USAT-04460	⿰𧾷倶
USAT-04461	⿱⿰阝良寸
USAT-04462	⿱最寸
USAT-04463	⿱吅𫕄
USAT-04464	⿰禾阝
USAT-04465	⿱此車
USAT-04466	⿱艹鈔
USAT-04470	⿰⿱𥝤尒刂
USAT-04471	⿲口糸專
USAT-04473	⿱⿰角豕灬
USAT-04484	⿰木⿳大一口
USAT-04485	⿱艹𤿺
USAT-04486	⿸疒⿰亻皃
USAT-04487	⿰口⿱夻羽
USAT-04491	⿸厂乞
USAT-04492	⿰口庾
USAT-04493	⿱雁言
USAT-04494	⿱取䖵
USAT-04495	⿱亡火
USAT-04496	⿱釆女
USAT-04497	⿱艹叙
USAT-04498	⿰日尹
USAT-04507	⿰言助
USAT-04509	⿰月足
USAT-04517	⿰翟毛
USAT-04520	⿱艹𢦷
USAT-04521	⿰口儞
USAT-04522	⿺辶⿱艹𧘇
USAT-04523	⿰氵⿸尸⿱此𠮷
USAT-04525	⿰氵属
USAT-04528	⿰𣅀⿱山大
USAT-04529	⿰扌咒
USAT-04531	⿱山幹
USAT-04534	⿰矛合
USAT-04536	⿰田林
USAT-04538	⿰坐委
USAT-04540	⿰月梁
USAT-04541	⿰言木
USAT-04542	⿰雀鳥
USAT-04543	⿰𧾷奈
USAT-04548	⿰言⿱艹維
USAT-04549	⿱卯言
USAT-04552	⿸广⿻
USAT-04556	⿰允鳥
USAT-04558	⿺麦又
USAT-04563	⿰口𢈻
USAT-04565	⿰糸匽
USAT-04566	⿰口纜
USAT-04567	⿰此敷
USAT-04569	⿰方葛
USAT-04571	⿰予⿱一者
USAT-04572	⿺風簫
USAT-04573	⿰目叕
USAT-04575	⿳亠央𧘇
USAT-04576	⿱𠂉𧘗
USAT-04598	⿰刃刂
USAT-04599	⿰禾象
USAT-04601	⿰示亥
USAT-04603	⿰火⿱龴丒
USAT-04604	⿰方行
USAT-04605	⿰口私
USAT-04606	⿰底也
USAT-04607	⿲亻皃也
USAT-04609	⿰月於
USAT-04613	⿱⿰工几寸
USAT-04615	⿰⿸𠂋目
USAT-04631	⿱加山
USAT-04632	⿰彳益
USAT-04633	⿱括衣
USAT-04634	⿰亻苻
USAT-04635	⿱欲口
USAT-04636	⿰金卞
USAT-04638	⿰口星
USAT-04639	⿰禾匊
USAT-04641	⿰彳發
USAT-04642	⿰馬羽
USAT-04643	⿱白羊
USAT-04645	⿰𧾷冓
USAT-04646	⿰懼亍
USAT-04649	⿰金⿰𧾷⿱廿右
USAT-04651	⿰馬甾
USAT-04654	⿰𧾷欣
USAT-04656	⿰衤復
USAT-04677	⿰日貴
USAT-04709	⿰羽𢇇
USAT-04713	⿰止奇
USAT-04715	⿰忄命
USAT-04716	⿰刂
USAT-04717	⿰齒⿱𠆢米
USAT-04718	⿱羔月
USAT-04719	⿰車齒
USAT-04723	⿰王⿱欠口
USAT-04728	⿰草⿱日巾
USAT-04729	⿰金恣
USAT-04731	⿺風虫
USAT-04732	⿹⿰丿⺄⿱䖝⿰䖝䖝
USAT-04734	⿰爿攵
USAT-04735	⿰金胥
USAT-04736	⿱⿰尙殳心
USAT-04738	⿹勹占
USAT-04741	⿰爿丈
USAT-04748	⿴囗⿱夕方
USAT-04749	⿰盍豊
USAT-04751	⿲亻青攵
USAT-04760	⿰扌又
USAT-04765	⿰扌圶
USAT-04766	⿱分几
USAT-04770	⿳艹一欺
USAT-04774	⿰口懺
USAT-04775	⿰示上
USAT-04782	⿱艹癿
USAT-04784	⿰木⿱亟虫
USAT-04785	⿰木𤼭
USAT-04786	⿳𦥯女⿰安安
USAT-04787	⿰要⿰安安
USAT-04788	⿰氵臣
USAT-04789	⿱代
USAT-04791	⿲口束犬
USAT-04792	⿰口逝
USAT-04793	⿸尸拘
USAT-04794	⿰口鹿
USAT-04796	⿺爪甲
USAT-04797	⿰口肥
USAT-04802	⿰酉將
USAT-04804	⿰口㿽
USAT-04805	⿰忄籠
USAT-04807	⿱艹⿰婁爪
USAT-04812	⿱穴⿰革竒
USAT-04815	⿰口祗
USAT-04816	⿰口跛
USAT-04818	⿰齒度
USAT-04819	⿰忄𫞰
USAT-04820	⿰日銀
USAT-04823	⿰丁也
USAT-04825	⿰巾午
USAT-04826	⿵門⿰丰及
USAT-04828	⿰土𡱝
USAT-04829	⿰言寅
USAT-04830	⿱火凡
USAT-04832	⿰馬炎
USAT-04833	⿱艹⿰氵代
USAT-04834	⿱艹⿱⿱丿⿱丿
USAT-04835	⿰⿱爫正㐬
USAT-04837	⿰菓彡
USAT-04838	⿰冫隻
USAT-04841	⿰女⿱亼
USAT-04842	⿰亭近
USAT-04843	⿰口沬
USAT-04847	⿰孚比
USAT-04851	⿱頣心
USAT-04852	⿰示殺
USAT-04853	⿺辶奴
USAT-04856	⿰口悶
USAT-04857	⿰忄⿺尢⿱寸
USAT-04858	⿰亭羊
USAT-04859	⿰亻感
USAT-04861	⿰乞乞
USAT-04862	⿰㽞比
USAT-04864	⿰衤⿱吅⿰王寸
USAT-04865	⿱艹琹
USAT-04866	⿵几⿳巛一⿳巛一山
USAT-04867	⿶凵⿱⿰巛𡿨⿰巛𡿨
USAT-04868	⿰禾尤
USAT-04873	⿱艹追
USAT-04874	⿰扌⿱𠆢土
USAT-04875	⿰言⿱𠂉丹
USAT-04876	⿰亻⿷匚⿱日𢆶
USAT-04881	⿰甚升
USAT-04883	⿰氵⿱亡⿱罒
USAT-04885	⿱艹狍
USAT-04886	⿰扌閰
USAT-04887	⿱𦭝⿱冖棐
