# Copyright (c) 2014-2015 CJKVI Database
JMJ-057882	⿰⿱上矢欠
JMJ-057885	⿰⿱夂欠
JMJ-057886	⿰虗欠
JMJ-057887	⿰⿱龷隹欠
JMJ-057888	⿻⿰丨〢七
JMJ-057893	⿱⿺乚⺀⿰⿺乚⺀⿺乚⺀
JMJ-057895	⿱勿𣥖
JMJ-057900	⿰歺匕
JMJ-057901	⿰歹匕
JMJ-057902	⿰歹巳
JMJ-057903	⿸歹巳
JMJ-057904	⿰歹尹
JMJ-057905	⿰歹𪠲
JMJ-057907	⿰歹糸
JMJ-057908	⿰歹⑦
JMJ-057911	⿰歹間
JMJ-057916	⿰𡰥𪠲
JMJ-057919	⿰⿱士𠔼𪠲
JMJ-057924	⿰⿱旧土殳
JMJ-057926	⿰展𪠲
JMJ-057927	⿰𨊢𪠲
JMJ-057928	⿰軎𪠲
JMJ-057929	⿱厶母
JMJ-057936	⿰亾民
JMJ-057938	⿺氣有
JMJ-057941	⿰氵囘
JMJ-057942	⿱矢水
JMJ-057944	⿰氵囙
JMJ-057946	⿲氵仌刂
JMJ-057947	⿰氵杂
JMJ-057948	⿰氵𡰱
JMJ-057951	⿰氵⿱土戈
JMJ-057952	⿰氵⿱龷牛
JMJ-057955	⿰氵冞
JMJ-057960	⿱咸水
JMJ-057963	⿰氵⿳龷𠀐八
JMJ-057972	⿰氵愬
JMJ-057974	⿰氵⿰夀丶
JMJ-057981	⿰氵𪋘
JMJ-057982	⿰火乚
JMJ-057985	⿱火
JMJ-057987	⿱③
JMJ-057988	⿱占火
JMJ-057994	⿱旧
JMJ-057996	⿱⿱⿱𠂊卌一灬
JMJ-057998	⿱⑧灬
JMJ-057999	⿱⿱𠚤⿻彐〢灬
JMJ-058000	⿰火㢲
JMJ-058001	⿱𣴎灬
JMJ-058002	⿱亠黒
JMJ-058006	⿱惟灬
JMJ-058007	⿱⿰土前灬
JMJ-058012	⿱⿲弓匊弓火
JMJ-058015	⿱爫冄
JMJ-058024	⿱去⿱冖牛
JMJ-058027	⿰牛專
JMJ-058028	⿰犭⿱上乚
JMJ-058034	⿰⿸用犬
JMJ-058036	⿰⿸⿱口用犬
JMJ-058041	⿱⿱一夫王
JMJ-058045	⿰王⿱日日
JMJ-058055	⿵几⺀
JMJ-058056	
JMJ-058057	
JMJ-058058	⿻兀⺀
JMJ-058066	⿺瓦卒
JMJ-058071	⿺瓦豦
JMJ-058072	⿱鞍瓦
JMJ-058074	⑤
JMJ-058075	④
JMJ-058078	⿰生丸
JMJ-058081	⿱尸用
JMJ-058082	⿱用
JMJ-058089	⿱田友
JMJ-058090	⿻卄
JMJ-058091	⿱田
JMJ-058092	⿳𠂉口田
JMJ-058097	⿰田谷
JMJ-058103	⿱田恭
JMJ-058104	⿳灬
JMJ-058105	⿳灬
JMJ-058106	⿳田从宜
JMJ-058107	⿳𠂉⿱田一⿱田灬
JMJ-058108	⿳田吅宜
JMJ-058109	⿳灬⿱田灬
JMJ-058112	⿰當眞
JMJ-058113	⿻𣄼龰
JMJ-058114	⿳亼罒疋
JMJ-058115	⿰⿱止天⿱疋
JMJ-058116	⿰⿱上矢⿱䒑龰
JMJ-058119	⿸疒⿱𠂒八
JMJ-058120	⿸疒沓
JMJ-058127	⿸疒憂
JMJ-058128	⿻𠆥丷
JMJ-058129	⿻夂⿰丿丿
JMJ-058131	⿱⿻𠆥⿰丿丿天
JMJ-058133	⿱⿻𠆥③豆
JMJ-058134	⿱⿻夂③放
JMJ-058135	⿰白丁
JMJ-058136	⿱白
JMJ-058137	⿱白⿱日丨
JMJ-058141	⿰𢑑皮
JMJ-058143	⿱内皿
JMJ-058145	⿳䒑夫皿
JMJ-058147	⿱⿰𫡏灬
JMJ-058148	⿱⿰⿱𠂉二皿
JMJ-058150	⿸⿻由皿
JMJ-058151	⿱⿰古皿
JMJ-058152	⿸
JMJ-058154	⿱千目
JMJ-058155	⿰目不
JMJ-058162	⿱丿⿸耂目
JMJ-058163	⿱罒⿰𠂈③
JMJ-058169	⿱罒衣
JMJ-058179	⿳丿罒⿻土羊
JMJ-058181	⿱𥈀廾
JMJ-058183	⿰目⿱宀具
JMJ-058187	⿱䀠⿻一
JMJ-058188	⿱䀠⿰亻⿳亠又
JMJ-058190	⿱⿹𠄐丿
JMJ-058192	⿱夕⿹𠄐丿
JMJ-058193	⿱矛冋
JMJ-058197	⿱碓灬
JMJ-058198	⿰石葢
JMJ-058205	⿱⑤示
JMJ-058206	⿰示而
JMJ-058213	⿰示⿳𠂉口田
JMJ-058218	⿰礻⿳𡈽⿱口一吋
JMJ-058223	⿰禾⿱爫冄
JMJ-058231	⿱⿰禾尤𣅀
JMJ-058232	⿱秋𣅀
JMJ-058233	⿰禾魚
JMJ-058237	⿱秋首
JMJ-058242	⿱穴㠯
JMJ-058249	⿳穴⿱丿罒𠂡
JMJ-058251	⿱穴遂
JMJ-058253	⿳穴龶⿱罒⑧
JMJ-058261	⿱竹夬
JMJ-058264	⿱竹⿻③
JMJ-058266	⿱竹⿱𡗗㔾
JMJ-058267	⿱竹兒
JMJ-058270	⿳竹目大
JMJ-058275	⿱竹⿰舌失
JMJ-058280	⿱竹𤎉
JMJ-058281	⿱竹⿰辛訇
JMJ-058283	⿱竹⿰蚕蚕
JMJ-058284	⿱竹纎
JMJ-058287	⿱⿰夕又米
JMJ-058290	⿱⿻夂③米
JMJ-058291	⿱米⿰夕卡
JMJ-058296	⿰⿱止天⿱𠆢米
JMJ-058301	⿰糸匁
JMJ-058302	⿰糸攵
JMJ-058303	⿰夸糸
JMJ-058307	⿰糸系
JMJ-058308	⿱⿰龶刃糸
JMJ-058309	⿰貝糸
JMJ-058314	⿱⿰生刄糸
JMJ-058315	⿰貝系
JMJ-058320	⿰糸𦊆
JMJ-058322	⿰糸迷
JMJ-058324	⿰糸⿱⿱⺊日⿱冖丁
JMJ-058325	⿰糸⿳丶𠀚口
JMJ-058331	⿰糸⿸
JMJ-058333	⿰糸𪋘
JMJ-058336	⿰缶㕻
JMJ-058337	⿱𠔿古
JMJ-058338	⿱罓民
JMJ-058340	⿱罒罒
JMJ-058341	⿱罓能
JMJ-058342	⿱罓惟
JMJ-058343	⿵网⿰糸亡
JMJ-058344	⿱罒⿰䏍⿻厶二
JMJ-058346	⿱刃
JMJ-058349	⿱𦍌⿰禾义
JMJ-058350	⿳亡罒⿲月羊凡
JMJ-058351	⿳罒⿲月羊丮
JMJ-058353	⿰分羽
JMJ-058354	⿱⿰彐彐日
JMJ-058356	⿱⿰彐彐𠇍
JMJ-058357	⿱⿰彐彐⿱𠆢⿰㇀
JMJ-058359	⿰矦羽
JMJ-058360	⿰畨羽
JMJ-058362	⿸耂㫖
JMJ-058370	⿱⿰声𪠲耳
JMJ-058372	⿸聿丶
JMJ-058374	⿻帇⿰⿱一丅⿱一丅
JMJ-058376	⿻⿻帇一⿰⿱丄丅⿱丄丅
JMJ-058377	⿵门
JMJ-058379	⿰月㕚
JMJ-058382	⿰月𣎽
JMJ-058384	⿰月㫖
JMJ-058385	⿳亠口肎
JMJ-058387	⿰月⿹勹𦈢
JMJ-058388	⿰肉麦
JMJ-058391	⿰肉夌
JMJ-058394	⿱⿱亾口⿰月丮
JMJ-058398	⿰月⿳一口
JMJ-058402	⿰月臧
JMJ-058405	⿰肉⿱⿰幺助⿺凢力
JMJ-058406	
JMJ-058407	⿰又
JMJ-058408	⿵戕
JMJ-058410	⿱自⿱冖㕣
JMJ-058411	⿰至④
JMJ-058412	⿳⿰〢よ一八
JMJ-058413	⿳⿰〢一八
JMJ-058414	⿱𠂉𦥑
JMJ-058417	⿱𠔉臼
JMJ-058421	⿳⿴𦥑同冖⿱𦣻分
JMJ-058422	⿱丷⿸厂⿱比舌
JMJ-058426	⿱旡舛
JMJ-058429	⿰舟⿷尢厶
JMJ-058431	⿰舟百
JMJ-058433	⿰舟宝
JMJ-058437	⿰舟⿸
JMJ-058438	⿱𠂊巳
JMJ-058439	⿱𠂉巴
JMJ-058445	⿱艹
JMJ-058450	⿱艹⿰氵⿺𠃊二
JMJ-058451	⿱䒑央
JMJ-058454	⿱艹⿹勹仌
JMJ-058455	⿱艹⿺𠃊主
JMJ-058463	⿱艹困
JMJ-058464	⿳艹𠫔天
JMJ-058467	⿱艹𥤦
JMJ-058472	⿱艹麦
JMJ-058480	⿳艹宀𡖅
JMJ-058481	⿱龷⿱䒑夫
JMJ-058482	⿱艹⿱五五
JMJ-058483	⿱艹⿺𠃊⿻天丷
JMJ-058490	⿱艹尭
JMJ-058496	⿱艹⿻⿻凵一未
JMJ-058497	⿱艹⿰亻⿱主又
JMJ-058498	⿱艹⿰亻⿱亠𡗗
JMJ-058506	⿱艹家
JMJ-058519	⿱艹⿰坴寸
JMJ-058523	⿱艹敍
JMJ-058526	⿳艹玨⿰亅丁
JMJ-058533	⿱艹𠗱
JMJ-058534	⿱艹⿰⿳𠂉田大刂
JMJ-058539	⿱艹⿳𦍌水灬
JMJ-058540	⿱艹⿰月⿱𡗗㣺
JMJ-058550	⿱艹⿰氵覔
JMJ-058552	⿱艹⿰禾隻
JMJ-058554	⿱艹⿰⿻夫从系
JMJ-058557	⿱艹𦂺
JMJ-058560	⿱艹𠾂
JMJ-058563	⿱艹𤎮
JMJ-058566	⿱艹⿰金隻
JMJ-058567	⿱艹⿱魚
JMJ-058568	⿱卝⿻誩
JMJ-058569	⿱艹⿲辛歹辛
JMJ-058576	⿱一⿻丨
JMJ-058577	⿱⺊
JMJ-058578	⿸⿱⺊土
JMJ-058579	⿱⺊⿻丨
JMJ-058580	⿸几
JMJ-058582	⿸匕
JMJ-058584	⿸⑥又
JMJ-058586	⿸巾
JMJ-058588	⿸⑤
JMJ-058589	⿸⑤
JMJ-058591	⿸业
JMJ-058593	⿸虍𤓳
JMJ-058594	⿸吴
JMJ-058595	⿷𠀐丶
JMJ-058596	⿱丿𠀐
JMJ-058599	⿱刄虫
JMJ-058613	⿰虫考
JMJ-058614	⿱⿻夂③虫
JMJ-058622	⿰虫兔
JMJ-058623	⿱宀𫊫
JMJ-058630	⿰虫𨐌
JMJ-058658	⿰虫逼
JMJ-058661	⿰虫歲
JMJ-058665	⿰虫⿳𦣻冖叐
JMJ-058667	⿰虫錢
JMJ-058668	⿱㸃虫
JMJ-058670	⿱橐䖵
JMJ-058671	⿱一血
JMJ-058672	⿰血刀
JMJ-058676	⿱龷㡀
JMJ-058679	⿱⿰⿱幺幸攴皿
JMJ-058688	⿳亠丑𧘇
JMJ-058689	⿳亠冄𧘇
JMJ-058690	⿱中衣
JMJ-058693	⿳亠𠀎𧘇
JMJ-058695	⿱衣同
JMJ-058703	⿳𠅃𠀎𧘇
JMJ-058704	⿳亠厸⿱𠀎𧘇
JMJ-058706	⿱鬼衣
JMJ-058707	⿳亠⿰𠀉⿱龴木𧘇
JMJ-058711	⿰衤圖
JMJ-058712	⿱覀令
JMJ-058713	⿱覀冬
JMJ-058716	⿱覀⿻甲𠃊
JMJ-058718	⿳覀大𪜁
JMJ-058719	⿱覀𫝢
JMJ-058722	⿱⿰⿱𠂉二見
JMJ-058724	⿰⿱龷隹見
JMJ-058726	⿲見見見
JMJ-058730	⿱々用
JMJ-058731	⿳𠂉一用
JMJ-058732	⿰角⿱㔾十
JMJ-058735	⿰⿳𠂉一用⿱𠂉
JMJ-058738	⿰言卩
JMJ-058740	⿰言电
JMJ-058743	⿰言兊
JMJ-058744	⿰言㐪
JMJ-058745	⿻言𢆶
JMJ-058746	⿱八𢉲
JMJ-058749	⿰言⿱𫝀吊
JMJ-058751	⿰言⿱爫旧
JMJ-058753	⿱⿳⿲丨丨⿻十丷一八言
JMJ-058757	⿰言虔
JMJ-058761	⿰言⿱⿰彐彐尒
JMJ-058765	⿰言献
JMJ-058769	⿰言⿳亠共言
JMJ-058770	⿰言戯
JMJ-058777	⿱⿰⿶凵主⿶凵主豆
JMJ-058778	⿳一⺌豕
JMJ-058779	⿳丷𠔿𧰨
JMJ-058780	⿸豕
JMJ-058781	⿳𠂉罒𧰨
JMJ-058782	⿰豸皀
JMJ-058783	⿱貝寸
JMJ-058785	⿱⿱⺌一貝
JMJ-058787	⿱令貝
JMJ-058788	⿰貝尒
JMJ-058789	⿳𠆢爫貝
JMJ-058791	⿰貝戒
JMJ-058792	⿱来貝
JMJ-058793	⿱兓貝
JMJ-058794	⿱⿰天天貝
JMJ-058795	⿳⺌冖屓
JMJ-058796	⿰貝⿱田日
JMJ-058799	⿺走尒
JMJ-058800	⿺走共
JMJ-058811	⿰𧾷⿵冂⿳亠一口
JMJ-058815	⿰𧾷參
JMJ-058821	⿰𧾷⿱⿲幺言幺攵
JMJ-058827	⿰車𪠲
JMJ-058828	⿰車匩
JMJ-058831	⿰𡰪𨐌
JMJ-058835	⿸尸⿱工
JMJ-058836	⿱曲𫝕
JMJ-058840	⿺辶𠧒
JMJ-058844	⿺辶
JMJ-058846	⿺辶⿱一斤
JMJ-058851	⿺辶⿳一小用
JMJ-058858	⿺辶⿱⿱⺌一㠯
JMJ-058861	⿺辶⿱𠮛吅
JMJ-058862	⿺辶⿱覀令
JMJ-058863	⿺辶𦊷
JMJ-058864	⿺辶⿹方
JMJ-058873	⿺辶𤕨
JMJ-058879	⿰䴡阝
JMJ-058880	⑧
JMJ-058881	⿳一丷𡆤
JMJ-058882	⿱𠂉酉
JMJ-058883	⿱𠂉⑧
JMJ-058887	⿰酉咼
JMJ-058888	⿰酉复
JMJ-058890	⿰酉⿱⿰彐彐𠇍
JMJ-058891	⿱⿱𠆢悲酉
JMJ-058892	⿰酉⿳𠅃𠀎𧘇
JMJ-058905	⿰金𠕋
JMJ-058911	⿰金⿱厶疋
JMJ-058915	⿰金⿴囗主
JMJ-058926	⿰金𦊆
JMJ-058927	⿱金洛
JMJ-058947	⿰金㐮
JMJ-058948	⿰金⿳吉一吋
JMJ-058956	⿰镸友
JMJ-058958	⿱土門
JMJ-058965	⿵門⿺辶⿱大⺸
JMJ-058967	⿵門⿱貴
JMJ-058969	⿱阿下
JMJ-058970	⿰阝⿱乍𠫔
JMJ-058973	⿰阝⿱癶生
JMJ-058974	⿰阝⿱𢑑心
JMJ-058976	⿰𨸏夅
JMJ-058978	⿱𠂉⿻一隹
JMJ-058979	⿱隹尺
JMJ-058980	⿳亠い隹
JMJ-058981	⿱亠維
JMJ-058982	⿱亠𨾴
JMJ-058988	⿰集集
JMJ-058989	⿱一⿻冂小
JMJ-058992	
JMJ-058995	⿱雷火
JMJ-059000	⿹𢦏非
JMJ-059002	⿱面且
JMJ-059003	⿱面
JMJ-059005	⿳艹口十
JMJ-059009	⿰革靑
JMJ-059011	⿰革⿱攵用
JMJ-059016	⿳⿻丨口𡕒
JMJ-059017	⿱𫝀吊
JMJ-059018	⿳𫝀口帀
JMJ-059022	⿰云頁
JMJ-059024	⿰⿸厂④頁
JMJ-059025	⿲丨頁
JMJ-059035	⿺風入
JMJ-059040	⿰𩙿工
JMJ-059047	⿱鼓食
JMJ-059049	⿰馬奴
JMJ-059050	⿰馬𠃬
JMJ-059052	⿰馬竒
JMJ-059056	⿰馬䴡
JMJ-059057	⿰馬竄
JMJ-059060	⿰骨十
JMJ-059063	⿰骨⿱丶死
JMJ-059068	⿱髟㝴
JMJ-059071	⿱髟⿺元犮
JMJ-059072	⿱髟⿱罒⿱一𧘇
JMJ-059073	⿰⿸𠂆⿹勹
JMJ-059074	⿱⿶凵又
JMJ-059075	⿰⿱⿴𦥑冖⿰鬯彡
JMJ-059078	⿱
JMJ-059086	⿳𠂉田大
JMJ-059087	⿳丷田大
JMJ-059088	⿳𠂊田火
JMJ-059089	⿳𠂉田灬
JMJ-059093	⿰魚丸
JMJ-059099	⿳⿱丷田灬日
JMJ-059106	⿰魚司
JMJ-059108	⿰魚⿸升丶
JMJ-059120	⿰魚兵
JMJ-059126	⿰魚助
JMJ-059127	⿰魚坒
JMJ-059128	⿰魚杯
JMJ-059135	⿰魚⿸广⑥
JMJ-059142	⿰魚苗
JMJ-059152	⿰魚茖
JMJ-059153	⿰魚夏
JMJ-059168	⿰魚集
JMJ-059170	⿰魚猶
JMJ-059179	⿰魚閙
JMJ-059183	⿰鰥攵
JMJ-059192	⿰魚㢣
JMJ-059194	⿰魚⿸
JMJ-059206	⿰丰鳥
JMJ-059211	⿰它鳥
JMJ-059224	⿱知鳥
JMJ-059240	⿰歲鳥
JMJ-059247	⿰𥰬鳥
JMJ-059248	⿰𢐴鳥
JMJ-059252	⿸灬
JMJ-059253	⿱丽⿸厂⿱厸
JMJ-059254	⿱丽⿸厂⿱灬
JMJ-059255	⿱⿰丙丙⿸厂⑥
JMJ-059261	⿺麥曹
JMJ-059264	⿱禾尒
JMJ-059265	⿱禾𠇍
JMJ-059268	⿱㝉⿻乚日
JMJ-059269	⿰壴攵
JMJ-059272	⿱白
JMJ-059273	⿳自田十
JMJ-059274	⿱畠𤰞
JMJ-059275	⿱畠大
JMJ-059276	⿱自𤰞
JMJ-059277	⿳自田大
JMJ-059279	⿳亠⿲尸丫
JMJ-059280	⿳亠⿲尸丫日
JMJ-059282	⿱止⿺𠃊𠈌
JMJ-059284	⿰齒虞
JMJ-059286	⿰音⿺尤三
JMJ-059287	⿻⑥䀠
JMJ-059289	⿻⿱⺈⿻口乚⿰𢑑目
JMJ-059290	⿳𠂉罒⿰𢑑⿺乚刃
JMJ-059291	⿳丷𠔿⿰𢑑⿺乚⿴囗𠂭
JMJ-059293	⿻一亅
JMJ-059296	⿱七
JMJ-059297	⿱一⿻〢口
JMJ-059298	⿱七加
JMJ-059300	⿰不去
JMJ-059301	⿰中易
JMJ-059303	⿳亠⿲刀弓
JMJ-059304	⿳亠朋㐱
JMJ-059305	⿰京甫
JMJ-059307	⿳亠䀠㐱
JMJ-059308	⿱亠𠮓
JMJ-059310	⿰亻久
JMJ-059311	⿴人
JMJ-059312	⿰亻斗
JMJ-059313	⿰亻㔫
JMJ-059317	⿰亻宂
JMJ-059318	⿰亻広
JMJ-059319	⿰亻⿱一巿
JMJ-059320	⿰亻充
JMJ-059322	⿰亻⿱厶文
JMJ-059323	⿰亻⿱山月
JMJ-059325	⿱代出
JMJ-059326	⿰亻亮
JMJ-059328	⿰亻⿱丷
JMJ-059331	⿰亻康
JMJ-059333	⿰亻⿳隹一勿
JMJ-059334	⿲亻韋亍
JMJ-059336	⿰亻⿱攵黑
JMJ-059338	⿰光広
JMJ-059343	⿳⿰〢与一八
JMJ-059347	⿳⿲与彐一八
JMJ-059350	⿳⿱八一罒⿻天丿
JMJ-059351	⿵⺆⿱土子
JMJ-059352	⿵⺆米
JMJ-059353	⿵⺆舌
JMJ-059354	⿱㚘⿻𠈌
JMJ-059355	⿱冖亘
JMJ-059356	⿳冖一㫕
JMJ-059357	⿱冖是
JMJ-059359	⿰冫山
JMJ-059362	⿰冫羊
JMJ-059363	⿰冫叔
JMJ-059364	⿰冫享
JMJ-059365	⿰冫於
JMJ-059366	⿰冫斿
JMJ-059367	⿰冫益
JMJ-059368	⿰冫桼
JMJ-059371	⿵凢丶
JMJ-059372	⿰𡵂几
JMJ-059373	⿵几呂
JMJ-059374	⿱下夙
JMJ-059377	⿰豸刂
JMJ-059378	⿰⿱宀𡖅刂
JMJ-059379	⿰𠦝分
JMJ-059382	⿱如力
JMJ-059385	⿰苴力
JMJ-059390	⿰貴力
JMJ-059391	⿰雲力
JMJ-059392	⿸⿻勿㐅
JMJ-059393	⿷匚匕
JMJ-059395	⿳丷区𫶧
JMJ-059396	⿱十几
JMJ-059403	⿰多㔾
JMJ-059404	⿰乡即
JMJ-059405	⿸厂⿱口乙
JMJ-059407	⿸厂民
JMJ-059408	⿸厂⿱⿻彐丨几
JMJ-059410	⿸厂⿰又
JMJ-059411	⿸厂⿳日処口
JMJ-059412	⿰⿱⿳宀一少目又
JMJ-059413	⿱口六
JMJ-059414	⿱口𠂒
JMJ-059415	⿱北口
JMJ-059416	⿰口広
JMJ-059418	⿳口冖干
JMJ-059419	⿱所口
JMJ-059422	⿰口⿱冖豕
JMJ-059425	⿱⿳丰丷一吋
JMJ-059427	⿰口倍
JMJ-059428	⿰口莑
JMJ-059429	⿰尙司
JMJ-059431	⿰口⿱亼朋
JMJ-059432	⿰品司
JMJ-059433	⿱敬口
JMJ-059439	⿱⿰𠤕圣回
JMJ-059440	⿰口𪘂
JMJ-059442	⿰口讀
JMJ-059443	⿴囗芳
JMJ-059445	⿰土匂
JMJ-059446	⿱⿰①土
JMJ-059447	⿰土厉
JMJ-059448	⿰土羽
JMJ-059449	⿱𤰜土
JMJ-059450	⿰土⿱𠂉旦
JMJ-059451	⿰土寿
JMJ-059452	⿱明土
JMJ-059455	⿰土⿱勿
JMJ-059456	⿰土⿱山完
JMJ-059458	⿰土聞
JMJ-059461	⿰度基
JMJ-059462	⿱士加
JMJ-059465	⿳⿳吉乛工一吋
JMJ-059467	⿳亦一夂
JMJ-059468	⿰𣅌⿳一目夂
JMJ-059469	⿰千憂
JMJ-059470	⿱正夂
JMJ-059471	⿱夂
JMJ-059472	⿱⿳𠂉一夂
JMJ-059473	⿱林夂
JMJ-059475	⿱九大
JMJ-059477	⿱⿰冫士大
JMJ-059478	⿱吕大
JMJ-059479	⿱𠔉市
JMJ-059480	⿱夭朋
JMJ-059481	⿱一𦤑
JMJ-059484	⿱⿰氵⿱𠂊田大
JMJ-059486	⿰女刀
JMJ-059487	⿰女㐄
JMJ-059488	⿰女⿹勹㐅
JMJ-059489	⿱⿰牙攵女
JMJ-059490	⿰女⿳亠口⿱冖巾
JMJ-059491	⿰女⿳艹⿱一艹口
JMJ-059492	⿰女亀
JMJ-059493	⿱減女
JMJ-059494	⿰子厶
JMJ-059495	⿰子己
JMJ-059496	⿰子且
JMJ-059497	⿳⿰〢⿻丨⿱丿丿冖子
JMJ-059498	⿰子武
JMJ-059499	⿳⿲〢爻彐冖子
JMJ-059500	⿳⿲〢彐冖子
JMJ-059502	⿱宀禾
JMJ-059503	⿳宀立丁
JMJ-059505	⿱宀⿻虫一
JMJ-059507	⿱宀泌
JMJ-059510	⿱宀⿳艹目心
JMJ-059511	⿳宀玨貝
JMJ-059515	⿰甚寸
JMJ-059516	⿺⿳⺈田儿寸
JMJ-059517	⺍
JMJ-059518	⿸尸⿰扌
JMJ-059519	⿸尸夏
JMJ-059520	⿸尸⿱⿻儿⿰二二半
JMJ-059522	⿱山久
JMJ-059524	⿰山旦
JMJ-059525	⿰山𢆉
JMJ-059526	⿳山口可
JMJ-059527	⿰山昇
JMJ-059528	⿰山幸
JMJ-059529	⿱山島
JMJ-059530	⿰山⿳士⿱乛一吋
JMJ-059531	⿱山⿸厂⿰又
JMJ-059533	⿱山椎
JMJ-059535	⿱山𥡂
JMJ-059536	⿳山吅⿸耳攵
JMJ-059538	⿱山藏
JMJ-059542	⿱彐巾
JMJ-059543	⿸𠂋巾
JMJ-059545	⿰巾台
JMJ-059546	⿰巾令
JMJ-059547	⿰巾昜
JMJ-059548	⿰巾⿱白勿
JMJ-059551	⿸广几
JMJ-059552	⿸广子
JMJ-059553	⿸广殳
JMJ-059554	⿸广甬
JMJ-059557	⿸广⿱匆
JMJ-059559	⿸广𧴹
JMJ-059560	⿸广𢽐
JMJ-059561	⿸广粦
JMJ-059562	⿸㢈月
JMJ-059563	⿸广⿱北⿰⿱又𠄌㕛
JMJ-059564	⿸广⿰𦚏⿱匕匕
JMJ-059565	⿸麻去
JMJ-059566	⿸䧹髙
JMJ-059567	⿻二弋
JMJ-059568	⿹弋晋
JMJ-059570	⿰弓斥
JMJ-059571	⿰弓吉
JMJ-059572	⿰弓名
JMJ-059573	⿰弓宏
JMJ-059575	⿰弓⿳一⺌用
JMJ-059579	⿰弓勃
JMJ-059580	⿰弓前
JMJ-059581	⿲弓孛弓
JMJ-059582	⿰弓⿻帀㸚
JMJ-059584	⿰畺
JMJ-059585	⿱彐卯
JMJ-059588	⿰彳𠀄
JMJ-059590	⿰彳予
JMJ-059591	⿰彳⿱䒑乂
JMJ-059592	⿰彳耒
JMJ-059593	⿰彳⿸厂目
JMJ-059594	⿰彳⿱爫夫
JMJ-059597	⿰彳敞
JMJ-059598	⿲彳𦚏攵
JMJ-059599	⿰彳頶
JMJ-059601	⿰忄五
JMJ-059602	⿱龷心
JMJ-059603	⿱𠫓心
JMJ-059604	⿰忄広
JMJ-059605	⿰忄皿
JMJ-059606	⿳土八㣺
JMJ-059608	⿱𠔉㣺
JMJ-059610	⿰忄兵
JMJ-059612	⿰忄辛
JMJ-059614	⿳𠮷一心
JMJ-059615	⿱𫰑心
JMJ-059618	⿰忄杲
JMJ-059619	⿰司志
JMJ-059620	⿰夫念
JMJ-059621	⿱波心
JMJ-059622	⿸厚心
JMJ-059624	⿱⿲丰丿丰心
JMJ-059625	⿱従心
JMJ-059626	⿰忄⿳大日小
JMJ-059627	⿱⿰臣巳心
JMJ-059629	⿰忄⿻⿱𠂉一隹
JMJ-059631	⿱⿰昌大心
JMJ-059632	⿰忄尊
JMJ-059633	⿱⿰臣台心
JMJ-059636	⿰忄䝉
JMJ-059637	⿰忄⿳文冖見
JMJ-059638	⿱⿲幺言幺心
JMJ-059639	⿹戈一
JMJ-059641	⿱丷⿸厂戈
JMJ-059642	⿰冫⿱丷⿵戊㠯
JMJ-059643	
JMJ-059644	⿰扌
JMJ-059645	⿰扌荗
JMJ-059647	⿰扌⿳⺊日龰
JMJ-059649	⿰扌䄅
JMJ-059650	⿱⿳⿲〢⿹𠃑丨彐一八手
JMJ-059651	⿰扌⿱艹厘
JMJ-059652	⿰扌期
JMJ-059653	⿰扌㐮
JMJ-059654	⿰扌覧
JMJ-059657	⿰⿳士冖禾攵
JMJ-059658	⿰哥攵
JMJ-059660	⿱文示
JMJ-059661	⿱文旦
JMJ-059663	⿱正文
JMJ-059665	⿰文正
JMJ-059666	⿰民文
JMJ-059668	⿱⿲幺言幺文
JMJ-059670	⿰県斤
JMJ-059672	⿰方生
JMJ-059673	⿱尺日
JMJ-059674	⿱日水
JMJ-059675	⿱⿹勹㐅日
JMJ-059676	⿱日夘
JMJ-059677	⿱日㚈
JMJ-059680	⿱日⿰夕寸
JMJ-059682	⿰日劦
JMJ-059683	⿱日⿸⿱七几
JMJ-059684	⿰日⿳亠儿夂
JMJ-059686	⿱𠄮日
JMJ-059687	⿳百八日
JMJ-059689	⿰日昇
JMJ-059690	⿰日奈
JMJ-059691	⿰日𠦝
JMJ-059692	⿰日⿱圥元
JMJ-059693	⿰日帝
JMJ-059695	⿰日晃
JMJ-059696	⿰日康
JMJ-059697	⿰日亀
JMJ-059698	⿱日㐮
JMJ-059699	⿰日萃
JMJ-059700	⿰日⿳十罒衣
JMJ-059701	⿰日⿱垚貝
JMJ-059702	⿰智善
JMJ-059705	⿰⿱元日召
JMJ-059706	⿰月𠬠
JMJ-059707	⿰月武
JMJ-059708	⿱木王
JMJ-059709	⿱木④
JMJ-059712	⿰木⿸③
JMJ-059713	⿰木𫢉
JMJ-059714	⿰木㐂
JMJ-059716	⿰木⿱䒑龰
JMJ-059717	⿰束区
JMJ-059718	⿰木⿱宀𡖅
JMJ-059719	⿰木⿱一⿻口
JMJ-059720	⿰木⿱丷覀
JMJ-059721	⿱㓞𠫡
JMJ-059723	⿰木⿳丷王几
JMJ-059724	⿰木⿷匚兆
JMJ-059726	⿰木⿳甘一夂
JMJ-059727	⿰木⿰反
JMJ-059728	⿰木⿱⺊具
JMJ-059730	⿰木倅
JMJ-059731	⿰木⿱矛冋
JMJ-059732	⿱山⿳丿罒木
JMJ-059733	⿰木⿳百⺌一
JMJ-059738	⿱⿰王囱木
JMJ-059739	⿰木⿱艹⿻从
JMJ-059740	⿰木焏
JMJ-059741	⿰木䄅
JMJ-059742	⿰木䅈
